"","ID","int_rate"
"1",1,12.5583266666667
"2",2,14.924065
"3",3,7.58130833333333
"4",4,18.1026233333333
"5",5,16.3063566666667
"6",6,6.81894333333333
"7",7,13.5385533333333
"8",8,10.5538583333333
"9",9,14.4662266666667
"10",10,20.463065
"11",11,7.14257666666666
"12",12,14.72627
"13",13,13.09153
"14",14,16.0807416666667
"15",15,18.236215
"16",16,10.3414766666667
"17",17,13.0583316666667
"18",18,15.686035
"19",19,9.42664333333333
"20",20,14.86496
"21",21,10.434365
"22",22,16.72286
"23",23,9.99122333333334
"24",24,14.6235183333333
"25",25,11.1395083333333
"26",26,8.48780333333333
"27",27,19.3910833333333
"28",28,17.9842733333333
"29",29,15.2501766666667
"30",30,17.4896933333333
"31",31,9.709495
"32",32,7.94861
"33",33,10.681825
"34",34,17.70493
"35",35,14.1027433333333
"36",36,12.0840533333333
"37",37,12.4789083333333
"38",38,7.49937166666666
"39",39,9.19921666666666
"40",40,14.5159416666667
"41",41,12.20921
"42",42,16.2257233333333
"43",43,9.18939833333333
"44",44,16.192235
"45",45,12.6966166666667
"46",46,16.3357233333333
"47",47,20.6247983333333
"48",48,16.0621833333333
"49",49,7.741325
"50",50,7.58859833333334
"51",51,10.0737216666667
"52",52,17.8450866666667
"53",53,8.47337333333333
"54",54,9.03998666666666
"55",55,11.4879083333333
"56",56,14.22214
"57",57,7.52586166666667
"58",58,13.7345366666667
"59",59,11.17859
"60",60,12.657415
"61",61,18.03475
"62",62,11.8108833333333
"63",63,17.0103266666667
"64",64,15.0633183333333
"65",65,14.7268583333333
"66",66,12.244305
"67",67,7.96018833333333
"68",68,6.860315
"69",69,8.70675666666667
"70",70,15.8537466666667
"71",71,13.3042966666667
"72",72,14.6902883333333
"73",73,11.01001
"74",74,9.87081166666667
"75",75,10.63478
"76",76,13.98188
"77",77,12.346395
"78",78,9.92614499999999
"79",79,9.30897833333333
"80",80,6.98452
"81",81,11.4982566666667
"82",82,10.1147416666667
"83",83,13.1334616666667
"84",84,8.874885
"85",85,15.2831866666667
"86",86,10.31847
"87",87,7.91007666666666
"88",88,8.82010666666666
"89",89,6.84004166666667
"90",90,12.42778
"91",91,7.82627
"92",92,13.9549866666667
"93",93,10.36053
"94",94,8.29330666666667
"95",95,12.84177
"96",96,11.46545
"97",97,7.59047999999999
"98",98,15.3160666666667
"99",99,7.491515
"100",100,7.92039
"101",101,12.08316
"102",102,10.3796616666667
"103",103,9.29922666666667
"104",104,7.09746666666666
"105",105,8.58213833333333
"106",106,20.3537483333333
"107",107,11.8043866666667
"108",108,16.7021583333333
"109",109,8.79790666666667
"110",110,8.23572333333333
"111",111,10.96715
"112",112,11.50424
"113",113,14.1730483333333
"114",114,10.8904416666667
"115",115,13.4269383333333
"116",116,11.5405766666667
"117",117,13.663185
"118",118,6.85757833333333
"119",119,10.49608
"120",120,12.965365
"121",121,13.8753533333333
"122",122,11.81137
"123",123,7.46346166666666
"124",124,13.0066783333333
"125",125,13.8228666666667
"126",126,7.41632
"127",127,7.06208166666667
"128",128,13.7987083333333
"129",129,9.34939500000002
"130",130,10.1022366666667
"131",131,8.69844833333333
"132",132,15.8920216666667
"133",133,8.98954333333333
"134",134,12.19042
"135",135,8.87009833333335
"136",136,16.3738266666667
"137",137,7.28385833333333
"138",138,13.818655
"139",139,10.3535416666667
"140",140,11.65753
"141",141,20.3431933333333
"142",142,13.5437283333333
"143",143,7.95630999999999
"144",144,19.224445
"145",145,12.0975366666667
"146",146,18.4157266666667
"147",147,13.2448783333333
"148",148,8.41499166666666
"149",149,13.3374016666667
"150",150,7.63273
"151",151,14.242045
"152",152,8.28611666666666
"153",153,10.5177716666667
"154",154,7.90049166666667
"155",155,7.27027
"156",156,14.578465
"157",157,7.84741833333333
"158",158,7.46604833333334
"159",159,8.13777333333334
"160",160,10.86629
"161",161,8.25954666666667
"162",162,12.1025266666667
"163",163,16.9100433333333
"164",164,13.5773083333333
"165",165,6.85963666666667
"166",166,11.7778183333333
"167",167,7.48128
"168",168,9.31597333333333
"169",169,15.5428033333333
"170",170,7.88724166666667
"171",171,15.7473333333333
"172",172,6.83543833333333
"173",173,10.5996516666667
"174",174,9.78056
"175",175,17.2663566666667
"176",176,19.63921
"177",177,6.91979
"178",178,10.36253
"179",179,8.93228833333333
"180",180,12.64074
"181",181,17.3183183333333
"182",182,15.60779
"183",183,13.9212666666667
"184",184,9.87497166666666
"185",185,8.670105
"186",186,15.684205
"187",187,14.63094
"188",188,15.1733216666667
"189",189,9.38584
"190",190,12.766725
"191",191,9.87359666666666
"192",192,10.5287416666667
"193",193,10.00913
"194",194,7.70890666666666
"195",195,7.86355166666666
"196",196,10.9551266666667
"197",197,12.666525
"198",198,14.612005
"199",199,10.5068316666667
"200",200,10.7718666666667
"201",201,15.7123383333333
"202",202,14.89739
"203",203,11.6313433333333
"204",204,13.1586083333333
"205",205,8.16538333333334
"206",206,7.53425333333333
"207",207,11.1948366666667
"208",208,16.3405783333333
"209",209,9.17751666666666
"210",210,12.451675
"211",211,13.2772083333333
"212",212,7.23097666666666
"213",213,11.366195
"214",214,10.9705483333333
"215",215,9.44613666666667
"216",216,9.47235166666666
"217",217,7.56276166666667
"218",218,9.80407666666666
"219",219,10.62761
"220",220,11.9199766666667
"221",221,12.9798016666667
"222",222,16.4186933333333
"223",223,6.93876166666666
"224",224,9.54695666666666
"225",225,17.54395
"226",226,8.04244
"227",227,17.61174
"228",228,12.47396
"229",229,20.2842483333333
"230",230,11.936905
"231",231,9.087635
"232",232,14.8583966666667
"233",233,7.71351166666666
"234",234,13.9771166666667
"235",235,7.63328166666666
"236",236,16.42521
"237",237,11.0245816666667
"238",238,13.5752916666667
"239",239,12.104815
"240",240,6.98647166666666
"241",241,9.53941666666667
"242",242,12.7021383333333
"243",243,7.47659166666667
"244",244,18.52768
"245",245,16.72257
"246",246,17.6520316666667
"247",247,14.98831
"248",248,14.64927
"249",249,13.912905
"250",250,13.99978
"251",251,9.87795166666668
"252",252,10.0308416666667
"253",253,9.55240666666666
"254",254,11.18354
"255",255,14.7347516666667
"256",256,7.916675
"257",257,14.50652
"258",258,14.58009
"259",259,8.28749666666667
"260",260,12.3593233333333
"261",261,14.6026466666667
"262",262,10.1593083333333
"263",263,10.8431533333333
"264",264,12.804835
"265",265,9.23513166666666
"266",266,13.1114183333333
"267",267,11.419755
"268",268,16.138295
"269",269,9.93898166666666
"270",270,12.04273
"271",271,8.24093833333333
"272",272,7.540505
"273",273,15.3686916666667
"274",274,10.37549
"275",275,16.2208433333333
"276",276,10.8800416666667
"277",277,12.3515933333333
"278",278,15.0745133333333
"279",279,7.644355
"280",280,12.0380233333333
"281",281,14.770265
"282",282,9.60328666666667
"283",283,9.63242499999999
"284",284,7.91404166666666
"285",285,9.47906833333333
"286",286,8.71670666666667
"287",287,11.1763283333333
"288",288,13.1033533333333
"289",289,12.1513066666667
"290",290,7.54214
"291",291,8.60914166666666
"292",292,6.82885833333333
"293",293,8.39130666666667
"294",294,6.91315833333333
"295",295,16.570985
"296",296,7.49972166666667
"297",297,14.351905
"298",298,7.955585
"299",299,16.700945
"300",300,8.98711666666666
"301",301,13.9618716666667
"302",302,10.135305
"303",303,7.67396166666667
"304",304,15.87762
"305",305,10.8466333333333
"306",306,9.46048833333333
"307",307,7.34522666666666
"308",308,7.88898333333333
"309",309,12.6451866666667
"310",310,8.76378
"311",311,13.1934183333333
"312",312,8.330005
"313",313,14.7263333333333
"314",314,12.9352466666667
"315",315,9.65991833333334
"316",316,8.09462666666667
"317",317,11.352555
"318",318,12.57275
"319",319,9.20678
"320",320,14.1251566666667
"321",321,16.964535
"322",322,15.94885
"323",323,14.2981966666667
"324",324,17.128475
"325",325,11.72601
"326",326,12.288135
"327",327,9.98786
"328",328,7.01732833333333
